reference,lien,nom,Gamme PC,image_url,boutique,Taille de l'écran,Résolution écran,Type de Processeur,processeur,Mémoire,Disque Dur,Type Disque Dur,Réf Carte Graphique,Système d'exploitation,Gamer,prix
S3605ZF-RP618W-24,https://spacenet.tn/pc-portable-asus/79190-pc-portable-asus-vivobook-16x-i5-12gen-24go-512go-ssd-windows-11.html,Pc Portable Asus Vivobook 16X i5 12Gén 24Go 512Go SSD Windows 11,Vivobook 16X,https://spacenet.tn/245913-home_default/pc-portable-asus-vivobook-16x-i5-12gen-24go-512go-ssd-windows-11.jpg,SpaceNet,16 Pouces,,Intel Core i5,"Intel Core i5-12500H( up to 4.5 GHz, 18Mo Mémoire Cache,8 cores)",24 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11,Non,"2 189,000 DT"
9U1B9EA-16,https://spacenet.tn/pc-portable-gamer-tunisie/86580-pc-portable-gamer-hp-victus-15-fa1006nk-i5-13gen-16go-512go-ssd-windows-11.html,Pc Portable Gamer HP Victus 15-fa1006nk i5 13Gén 16Go 512Go SSD Windows 11,Victus 15-fa1006nk,https://spacenet.tn/264837-home_default/pc-portable-gamer-hp-victus-15-fa1006nk-i5-13gen-16go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core™ i5-13420H (Up to 4.6 GHz up to 4.4 GHz turbo max, 12 Mo de mémoire cache, 8 Cores)",16 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11,Oui,"2 195,000 DT"
9U175EA-16,https://spacenet.tn/pc-gamer-tunisie/80944-pc-portable-gamer-hp-victus-15-fa1007nk-i5-13gen-16go-512go-ssd-windows-11.html,Pc Portable Gamer HP Victus 15-fa1007nk i5 13Gén 16Go 512Go SSD Windows 11,Victus 15-fa1007nk,https://spacenet.tn/242055-home_default/pc-portable-gamer-hp-victus-15-fa1007nk-i5-13gen-16go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-13420H (Up to 4.6 GHz Turbo max, 12 Mo de mémoire cache, 8 Cores)",16 Go,512 Go SSD,,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11,Oui,"2 195,000 DT"
232500-3450,https://spacenet.tn/pc-portable-dell/89002-pc-portable-dell-latitude-3450-i5-13gen-8go-512go-ssd.html,Pc Portable Dell Latitude 3450 i5 13Gén 8Go 512Go SSD,Latitude 3450,https://spacenet.tn/279554-home_default/pc-portable-dell-latitude-3450-i5-13gen-8go-512go-ssd.jpg,SpaceNet,14 Pouces,,Intel Core i5,"Intel Core i5-1335U (Up to 4,60 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores)",8 Go,512 Go SSD,SSD,Intel Iris Xe,Ubuntu,Non,"2 199,000 DT"
3540I51YP-256-24,https://spacenet.tn/pc-portables-pro-tunisie/81755-pc-portable-dell-latitude-3540-i5-13gen-24go-256go-ssd.html,Pc Portable Dell Latitude 3540 i5 13Gén 24Go 256Go SSD,Latitude 3540,https://spacenet.tn/246167-home_default/pc-portable-dell-latitude-3540-i5-13gen-24go-256go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-1335U (Up To 4.6 GHz, 12 Intel Smart Cache, 10 cœurs)",24 Go,256 Go SSD,SSD,Intel Iris Xe,Ubuntu,Non,"2 199,000 DT"
83GS00L1FG,https://spacenet.tn/lenovo-loq/88419-pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-12go-512go-ssd.html,Pc Portable Gamer Lenovo LOQ3 15IAX9 i5 12Gén 12Go 512Go SSD,Lenovo LOQ3 15IRX9,https://spacenet.tn/275406-home_default/pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-12go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core i5-12450HX ( Up to 4.4 GHz, 24 Mo de mémoire cache Smart, 8 cores)",12 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 199,000 DT"
32M77EA-W11,https://spacenet.tn/pc-portables-pro-tunisie/74542-pc-portable-hp-probook-430-g8-i5-4go-256go-ssd-w11-silver.html,Pc Portable HP ProBook 430 G8 i5 4Go 256Go SSD W11 Silver,ProBook 430 G8,https://spacenet.tn/231410-home_default/pc-portable-hp-probook-430-g8-i5-4go-256go-ssd-w11-silver.jpg,SpaceNet,13.3 Pouces,,Intel Core i5,"intel® Core™ i5-1135G7 (jusqu’à 4,2 GHz avec la technologie Intel® Turbo Boost, mémoire cache L3 8 Mo, 4 cœurs)",4 Go,256 Go SSD,SSD,,Windows 11 Pro,Non,"2 199,000 DT"
9S7-16R831-2607-16,https://spacenet.tn/msi-gaming/81252-pc-portable-gamer-msi-thin-15-b13ucx-i5-13gen-16go-512go-ssd.html,Pc Portable Gamer MSI Thin 15 B13UCX i5 13Gén 16Go 512Go SSD,Thin 15 B13UCX,https://spacenet.tn/250278-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i5-13gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-13420H (up to 4,60 GHz, 12 Mo de mémoire cache, 8 Cores)",16 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 199,000 DT"
X1502VA-NJ257W-24,https://spacenet.tn/pc-portable-asus/67831-pc-portable-asus-vivobook-15-x1502va-i9-13gen-24go-512go-ssd-silver.html,Pc Portable Asus VivoBook 15 X1502VA i9 13Gén 24Go 512Go SSD Silver,Vivobook 15 (X1502),https://spacenet.tn/182684-home_default/pc-portable-asus-vivobook-15-x1502va-i9-13gen-24go-512go-ssd-silver.jpg,SpaceNet,15.6 Pouces,,Intel Core i9,"Intel Core I9-13900H (4.1 GHz Up to 5.4 GHz ,24 Mo de mémoire cache, 14 Cores)",24 Go,512 Go SSD,SSD,Intel Iris Xe,Windows 11,Non,"2 205,000 DT"
X1502VA-NJ256W-24,https://spacenet.tn/pc-portable-asus/67834-pc-portable-asus-vivobook-15-x1502va-i9-13gen-24go-512go-ssd-bleu.html,Pc Portable Asus VivoBook 15 X1502VA i9 13Gén 24Go 512Go SSD Bleu,Vivobook 15 (X1502),https://spacenet.tn/182700-home_default/pc-portable-asus-vivobook-15-x1502va-i9-13gen-24go-512go-ssd-bleu.jpg,SpaceNet,15.6 Pouces,,Intel Core i9,"Intel Core I9 13900H (4.1 GHz Up to 5.4 GHz ,24 Mo de mémoire cache, 14 Cores)",24 Go,512 Go SSD,SSD,Intel Iris Xe,Windows 11,Non,"2 205,000 DT"
83LK006SFG-32,https://spacenet.tn/lenovo-loq/88384-pc-portable-gamer-lenovo-loq-15iax9e-i5-12gen-32go-512go-ssd-windows11.html,Pc Portable Gamer Lenovo LOQ 15IAX9E i5 12Gén 32Go 512Go SSD Windows11,Lenovo LOQ 15IAX9E,https://spacenet.tn/275115-home_default/pc-portable-gamer-lenovo-loq-15iax9e-i5-12gen-32go-512go-ssd-windows11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-12450HX (up to 4.4 GHz, 12Mo de mémoire cache Smart, 8 cores)",32 Go,512 Go SSD,,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11,Oui,"2 209,000 DT"
9U1B9EA-W11,https://spacenet.tn/pc-portable-gamer-tunisie/86579-pc-portable-gamer-hp-victus-15-fa1006nk-i5-13gen-8go-512go-ssd-windows-11.html,Pc Portable Gamer HP Victus 15-fa1006nk i5 13Gén 8Go 512Go SSD Windows 11,Victus 15-fa1006nk,https://spacenet.tn/264833-home_default/pc-portable-gamer-hp-victus-15-fa1006nk-i5-13gen-8go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core™ i5-13420H (Up to 4.6 GHz up to 4.4 GHz turbo max, 12 Mo de mémoire cache, 8 Cores)",8 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11 Pro,Oui,"2 209,000 DT"
9U175EA-W11,https://spacenet.tn/pc-portable-gamer-tunisie/80946-pc-portable-gamer-hp-victus-15-fa1007nk-i5-13gen-8go-512go-ssd-windows-11.html,Pc Portable Gamer HP Victus 15-fa1007nk i5 13Gén 8Go 512Go SSD Windows 11,Victus 15-fa1007nk,https://spacenet.tn/242067-home_default/pc-portable-gamer-hp-victus-15-fa1007nk-i5-13gen-8go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-13420H (Up to 4.6 GHz Turbo max, 12 Mo de mémoire cache, 8 Cores)",8 Go,512 Go SSD,,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11 Pro,Oui,"2 209,000 DT"
9S7-16R831-2607-W11P,https://spacenet.tn/msi-gaming/86223-pc-portable-gamer-msi-thin-15-b13ucx-i5-13gen-8go-512go-ssd-windows-11-.html,Pc Portable Gamer MSI Thin 15 B13UCX i5 13Gén 8Go 512Go SSD Windows 11,Thin 15 B13UCX,https://spacenet.tn/262570-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i5-13gen-8go-512go-ssd-windows-11-.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-13420H (up to 4,60 GHz, 12 Mo de mémoire cache, 8 Cores)",8 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11 Pro,Oui,"2 209,000 DT"
FA506NC-HN006-16,https://spacenet.tn/asus-gaming/90429-pc-portable-gamer-asus-tuf-gaming-a15-fa506nc-ryzen-5-16go-512go-ssd-rtx-3050.html,Pc Portable Gamer Asus Tuf Gaming A15 FA506NC Ryzen 5 16Go 512Go SSD RTX 3050,TUF Gaming A15,https://spacenet.tn/292222-home_default/pc-portable-gamer-asus-tuf-gaming-a15-fa506nc-ryzen-5-16go-512go-ssd-rtx-3050.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 5,"AMD Ryzen 5 7535HS(jusqu’à 4.55 GHz, 19 Mo de mémoire cache)",16 Go,512 Go SSD,SSD,"Nvidea GeForce RTX 3050, 4 Go De Mémoire Dédiée GDDR6",Free Dos,Oui,"2 219,000 DT"
21KH00S2FE-24-W11,https://spacenet.tn/ordinateur-portable/88579-pc-portable-lenovo-thinkbook-16-g6-irl-i5-13gen-24go-512go-ssd-windows-11.html,Pc Portable Lenovo ThinkBook 16 G6 IRL i5 13Gén 24Go 512Go SSD Windows 11,ThinkBook 16 G6,https://spacenet.tn/276388-home_default/pc-portable-lenovo-thinkbook-16-g6-irl-i5-13gen-24go-512go-ssd-windows-11.jpg,SpaceNet,16 Pouces,,Intel Core i5,"Intel Core i5-13420H (Up to 4,6 GHz, 12 Mo de mémoire cache, 8-Cores)",24 Go,512 Go SSD,,Intel UHD,Windows 11 Pro,Non,"2 219,000 DT"
32M77EA-12,https://spacenet.tn/pc-portables-pro-tunisie/53847-pc-portable-hp-probook-430-g8-i5-12go-256go-ssd-silver.html,Pc Portable HP ProBook 430 G8 i5 12Go 256Go SSD Silver,ProBook 430 G8,https://spacenet.tn/125834-home_default/pc-portable-hp-probook-430-g8-i5-12go-256go-ssd-silver.jpg,SpaceNet,13.3 Pouces,,Intel Core i5,"intel® Core™ i5-1135G7 (jusqu’à 4,2 GHz avec la technologie Intel® Turbo Boost, mémoire cache L3 8 Mo, 4 cœurs)",12 Go,256 Go SSD,SSD,Intel Iris Xe,Free Dos,Non,"2 219,000 DT"
6Q843ES-24,https://spacenet.tn/pc-portables-pro-tunisie/69574-pc-portable-hp-probook-450-g9-i5-12gen-24-go-256go-ssd-silver.html,PC Portable HP ProBook 450 G9 i5 12Gén 24 Go 256Go SSD Silver,ProBook 450 G9,https://spacenet.tn/190467-home_default/pc-portable-hp-probook-450-g9-i5-12gen-24-go-256go-ssd-silver.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,,24 Go,256 Go SSD,,Intel Iris Xe,Free Dos,Non,"2 219,000 DT"
9U1B9EA-24,https://spacenet.tn/pc-portable-gamer-tunisie/86581-pc-portable-gamer-hp-victus-15-fa1006nk-i5-13gen-24go-512go-ssd-windows-11.html,Pc Portable Gamer HP Victus 15-fa1006nk i5 13Gén 24Go 512Go SSD Windows 11,Victus 15-fa1006nk,https://spacenet.tn/264841-home_default/pc-portable-gamer-hp-victus-15-fa1006nk-i5-13gen-24go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core™ i5-13420H (Up to 4.6 GHz up to 4.4 GHz turbo max, 12 Mo de mémoire cache, 8 Cores)",24 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11,Oui,"2 225,000 DT"
9S7-16R831-2607-24,https://spacenet.tn/msi-gaming/81253-pc-portable-gamer-msi-thin-15-b13ucx-i5-13gen-24go-512go-ssd.html,Pc Portable Gamer MSI Thin 15 B13UCX i5 13Gén 24Go 512Go SSD,Thin 15 B13UCX,https://spacenet.tn/250279-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i5-13gen-24go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-13420H (up to 4,60 GHz, 12 Mo de mémoire cache, 8 Cores)",24 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 229,000 DT"
B1502CVA-BQ0168X,https://spacenet.tn/pc-portable-asus/84600-pc-portable-asus-expertbook-b1-b1502cva-i5-13gen-16go-512go-ssd.html,Pc Portable Asus Expertbook B1 B1502CVA i5 13Gén 16Go 512Go SSD,ExpertBook B1,https://spacenet.tn/254833-home_default/pc-portable-asus-expertbook-b1-b1502cva-i5-13gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core I5-1355U (Up to 4.6 GHz Turbo max, 12 Mo Mémoire cache, Octa Core) -",16 Go,512 Go SSD,SSD,Intel UHD,Free Dos,Non,"2 229,000 DT"
9U175EA-24,https://spacenet.tn/pc-portable-gamer-tunisie/84841-pc-portable-gamer-hp-victus-15-fa1007nk-i5-13gen-24go-512go-ssd-windows-11.html,Pc Portable Gamer HP Victus 15-fa1007nk i5 13Gén 24Go 512Go SSD Windows 11,Victus 15-fa1007nk,https://spacenet.tn/255603-home_default/pc-portable-gamer-hp-victus-15-fa1007nk-i5-13gen-24go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-13420H (Up to 4.6 GHz Turbo max, 12 Mo de mémoire cache, 8 Cores)",16 Go,512 Go SSD,,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11,Oui,"2 229,000 DT"
N006L355015EMEA-VP-UBU-16-W11,https://spacenet.tn/pc-portables-pro-tunisie/89223-pc-portable-dell-latitude-3550-i5-13gen-16go-512go-ssd-windows-11.html,Pc Portable Dell Latitude 3550 i5 13Gén 16Go 512Go SSD Windows 11,Latitude 3550,https://spacenet.tn/282393-home_default/pc-portable-dell-latitude-3550-i5-13gen-16go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-1335U (Up to 4,60 GHz Turbo max, 12 Mo de mémoire cache, 10 Cores)",16 Go,512 Go SSD,SSD,Intel Iris Xe,Windows 11,Non,"2 229,000 DT"
21MS000DFE-W11,https://spacenet.tn/pc-portables-pro-tunisie/79226-pc-portable-lenovo-thinkbook-16-g6-irl-ultra-5-8go-512go-ssd-w11.html,Pc Portable Lenovo ThinkBook 16 G6 IRL Ultra 5 8Go 512Go SSD W11,ThinkBook 16 G6,https://spacenet.tn/233671-home_default/pc-portable-lenovo-thinkbook-16-g6-irl-ultra-5-8go-512go-ssd-w11.jpg,SpaceNet,16 Pouces,,Intel Ultra 5,"Intel Ultra 5 125U  (Up to 4.3 GHz Turbo max, 12 Mo de mémoire Smart cache, 12 cores)",8 Go,512 Go SSD,SSD,Intel Graphics,Windows 11 Pro,Non,"2 229,000 DT"
21KH00S2FE-32,https://spacenet.tn/ordinateur-portable/88574-pc-portable-lenovo-thinkbook-16-g6-irl-i5-13gen-32go-512go-ssd.html,Pc Portable Lenovo ThinkBook 16 G6 IRL i5 13Gén 32Go 512Go SSD,ThinkBook 16 G6,https://spacenet.tn/276349-home_default/pc-portable-lenovo-thinkbook-16-g6-irl-i5-13gen-32go-512go-ssd.jpg,SpaceNet,16 Pouces,,Intel Core i5,"Intel Core i5-13420H (Up to 4,6 GHz, 12 Mo de mémoire cache, 8-Cores)",32 Go,512 Go SSD,,Intel UHD,Free Dos,Non,"2 229,000 DT"
B1502CVA-NJ2212,https://spacenet.tn/pc-portable-asus/88346-pc-portable-asus-expertbook-b1-b1502-i7-13gen-8go-512go-ssd.html,Pc Portable Asus Expertbook B1 B1502 i7 13Gén 8Go 512Go SSD,ExpertBook B1,https://spacenet.tn/274862-home_default/pc-portable-asus-expertbook-b1-b1502-i7-13gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-1355U (Up to 5 GHz Turbo max, 12 Mo Mémoire cache, Octa Core)",8 Go,512 Go SSD,SSD,Intel UHD,Free Dos,Non,"2 239,000 DT"
83GS00KYFG-W11,https://spacenet.tn/lenovo-gaming/82943-pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-8go-512go-ssd-windows-11.html,Pc Portable Gamer Lenovo LOQ3 15IAX9 i5 12Gén 8Go 512Go SSD Windows 11,Lenovo LOQ 15IAX9E,https://spacenet.tn/251153-home_default/pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-8go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core i5-12450HX ( Up to 4.4 GHz, 12 Mo de mémoire cache Smart, 8 cores)",8 Go,512 Go SSD,,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11 Pro,Oui,"2 239,000 DT"
83LK0075FG-32-W11,https://spacenet.tn/lenovo-loq/88875-pc-portable-gamer-lenovo-loq-15iax9e-i5-12gen-32go-512go-ssd-windows-11.html,Pc Portable Gamer Lenovo LOQ 15IAX9E i5 12Gén 32Go 512Go SSD Windows 11,Lenovo LOQ 15IAX9E,https://spacenet.tn/278580-home_default/pc-portable-gamer-lenovo-loq-15iax9e-i5-12gen-32go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-12450HX (up to 4.4 GHz, 12Mo de mémoire cache Smart, 8 cores)",32 Go,512 Go SSD,,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11 Pro,Oui,"2 239,000 DT"
83GS00KYFG-16,https://spacenet.tn/lenovo-gaming/82944-pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-16go-512go-ssd.html,Pc Portable Gamer Lenovo LOQ3 15IAX9 i5 12Gén 16Go 512Go SSD,Lenovo LOQ 15IAX9E,https://spacenet.tn/251167-home_default/pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core i5-12450HX ( Up to 4.4 GHz, 12 Mo de mémoire cache Smart, 8 cores)",16 Go,512 Go SSD,,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 245,000 DT"
21MS000DFE-16,https://spacenet.tn/pc-portables-pro-tunisie/79223-pc-portable-lenovo-thinkbook-16-g6-irl-ultra-5-16go-512go-ssd.html,Pc Portable Lenovo ThinkBook 16 G6 IRL Ultra 5 16Go 512Go SSD,ThinkBook 16 G6,https://spacenet.tn/233638-home_default/pc-portable-lenovo-thinkbook-16-g6-irl-ultra-5-16go-512go-ssd.jpg,SpaceNet,16 Pouces,,Intel Ultra 5,"Intel Ultra 5 125U  (Up to 4.3 GHz Turbo max, 12 Mo de mémoire Smart cache, 12 cores)",16 Go,512 Go SSD,SSD,Intel Graphics,Free Dos,Non,"2 245,000 DT"
32M77EA-16,https://spacenet.tn/pc-portables-pro-tunisie/53848-pc-portable-hp-probook-430-g8-i5-16-go-256go-ssd-silver.html,Pc Portable HP ProBook 430 G8 i5 16 Go 256Go SSD Silver,ProBook 430 G8,https://spacenet.tn/125837-home_default/pc-portable-hp-probook-430-g8-i5-16-go-256go-ssd-silver.jpg,SpaceNet,13.3 Pouces,,Intel Core i5,"intel® Core™ i5-1135G7 (jusqu’à 4,2 GHz avec la technologie Intel® Turbo Boost, mémoire cache L3 8 Mo, 4 cœurs)",16 Go,256 Go SSD,SSD,Intel Iris Xe,Free Dos,Non,"2 249,000 DT"
9U1B9EA-W11,https://spacenet.tn/pc-portable-gamer-tunisie/86579-pc-portable-gamer-hp-victus-15-fa1006nk-i5-13gen-8go-512go-ssd-windows-11.html,Pc Portable Gamer HP Victus 15-fa1006nk i5 13Gén 8Go 512Go SSD Windows 11,Victus 15-fa1006nk,https://spacenet.tn/264833-home_default/pc-portable-gamer-hp-victus-15-fa1006nk-i5-13gen-8go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core™ i5-13420H (Up to 4.6 GHz up to 4.4 GHz turbo max, 12 Mo de mémoire cache, 8 Cores)",8 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11 Pro,Oui,"2 209,000 DT"
9U175EA-W11,https://spacenet.tn/pc-portable-gamer-tunisie/80946-pc-portable-gamer-hp-victus-15-fa1007nk-i5-13gen-8go-512go-ssd-windows-11.html,Pc Portable Gamer HP Victus 15-fa1007nk i5 13Gén 8Go 512Go SSD Windows 11,Victus 15-fa1007nk,https://spacenet.tn/242067-home_default/pc-portable-gamer-hp-victus-15-fa1007nk-i5-13gen-8go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-13420H (Up to 4.6 GHz Turbo max, 12 Mo de mémoire cache, 8 Cores)",8 Go,512 Go SSD,,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11 Pro,Oui,"2 209,000 DT"
9S7-16R831-2607-W11P,https://spacenet.tn/msi-gaming/86223-pc-portable-gamer-msi-thin-15-b13ucx-i5-13gen-8go-512go-ssd-windows-11-.html,Pc Portable Gamer MSI Thin 15 B13UCX i5 13Gén 8Go 512Go SSD Windows 11,Thin 15 B13UCX,https://spacenet.tn/262570-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i5-13gen-8go-512go-ssd-windows-11-.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-13420H (up to 4,60 GHz, 12 Mo de mémoire cache, 8 Cores)",8 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11 Pro,Oui,"2 209,000 DT"
FA506NC-HN006-16,https://spacenet.tn/asus-gaming/90429-pc-portable-gamer-asus-tuf-gaming-a15-fa506nc-ryzen-5-16go-512go-ssd-rtx-3050.html,Pc Portable Gamer Asus Tuf Gaming A15 FA506NC Ryzen 5 16Go 512Go SSD RTX 3050,TUF Gaming A15,https://spacenet.tn/292222-home_default/pc-portable-gamer-asus-tuf-gaming-a15-fa506nc-ryzen-5-16go-512go-ssd-rtx-3050.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 5,"AMD Ryzen 5 7535HS(jusqu’à 4.55 GHz, 19 Mo de mémoire cache)",16 Go,512 Go SSD,SSD,"Nvidea GeForce RTX 3050, 4 Go De Mémoire Dédiée GDDR6",Free Dos,Oui,"2 219,000 DT"
21KH00S2FE-24-W11,https://spacenet.tn/ordinateur-portable/88579-pc-portable-lenovo-thinkbook-16-g6-irl-i5-13gen-24go-512go-ssd-windows-11.html,Pc Portable Lenovo ThinkBook 16 G6 IRL i5 13Gén 24Go 512Go SSD Windows 11,ThinkBook 16 G6,https://spacenet.tn/276388-home_default/pc-portable-lenovo-thinkbook-16-g6-irl-i5-13gen-24go-512go-ssd-windows-11.jpg,SpaceNet,16 Pouces,,Intel Core i5,"Intel Core i5-13420H (Up to 4,6 GHz, 12 Mo de mémoire cache, 8-Cores)",24 Go,512 Go SSD,,Intel UHD,Windows 11 Pro,Non,"2 219,000 DT"
32M77EA-12,https://spacenet.tn/pc-portables-pro-tunisie/53847-pc-portable-hp-probook-430-g8-i5-12go-256go-ssd-silver.html,Pc Portable HP ProBook 430 G8 i5 12Go 256Go SSD Silver,ProBook 430 G8,https://spacenet.tn/125834-home_default/pc-portable-hp-probook-430-g8-i5-12go-256go-ssd-silver.jpg,SpaceNet,13.3 Pouces,,Intel Core i5,"intel® Core™ i5-1135G7 (jusqu’à 4,2 GHz avec la technologie Intel® Turbo Boost, mémoire cache L3 8 Mo, 4 cœurs)",12 Go,256 Go SSD,SSD,Intel Iris Xe,Free Dos,Non,"2 219,000 DT"
6Q843ES-24,https://spacenet.tn/pc-portables-pro-tunisie/69574-pc-portable-hp-probook-450-g9-i5-12gen-24-go-256go-ssd-silver.html,PC Portable HP ProBook 450 G9 i5 12Gén 24 Go 256Go SSD Silver,ProBook 450 G9,https://spacenet.tn/190467-home_default/pc-portable-hp-probook-450-g9-i5-12gen-24-go-256go-ssd-silver.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,,24 Go,256 Go SSD,,Intel Iris Xe,Free Dos,Non,"2 219,000 DT"
9U1B9EA-24,https://spacenet.tn/pc-portable-gamer-tunisie/86581-pc-portable-gamer-hp-victus-15-fa1006nk-i5-13gen-24go-512go-ssd-windows-11.html,Pc Portable Gamer HP Victus 15-fa1006nk i5 13Gén 24Go 512Go SSD Windows 11,Victus 15-fa1006nk,https://spacenet.tn/264841-home_default/pc-portable-gamer-hp-victus-15-fa1006nk-i5-13gen-24go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core™ i5-13420H (Up to 4.6 GHz up to 4.4 GHz turbo max, 12 Mo de mémoire cache, 8 Cores)",24 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11,Oui,"2 225,000 DT"
9S7-16R831-2607-24,https://spacenet.tn/msi-gaming/81253-pc-portable-gamer-msi-thin-15-b13ucx-i5-13gen-24go-512go-ssd.html,Pc Portable Gamer MSI Thin 15 B13UCX i5 13Gén 24Go 512Go SSD,Thin 15 B13UCX,https://spacenet.tn/250279-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i5-13gen-24go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-13420H (up to 4,60 GHz, 12 Mo de mémoire cache, 8 Cores)",24 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 229,000 DT"
B1502CVA-BQ0168X,https://spacenet.tn/pc-portable-asus/84600-pc-portable-asus-expertbook-b1-b1502cva-i5-13gen-16go-512go-ssd.html,Pc Portable Asus Expertbook B1 B1502CVA i5 13Gén 16Go 512Go SSD,ExpertBook B1,https://spacenet.tn/254833-home_default/pc-portable-asus-expertbook-b1-b1502cva-i5-13gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core I5-1355U (Up to 4.6 GHz Turbo max, 12 Mo Mémoire cache, Octa Core) -",16 Go,512 Go SSD,SSD,Intel UHD,Free Dos,Non,"2 229,000 DT"
